gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charges_per_tenure_month,estimated_tenure_value,tenure_bucket,active_service_count,electronic_payment,actual_churn,predicted_churn,probability,error_type,borderline_probability
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,85.45555555555556,717.75,7-12,1,1,0,1,0.8361482146814109,false_positive,False
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,25.35,25.35,0-6,0,0,0,1,0.7237837261917395,false_positive,False
Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,110.7125,399.2,0-6,4,0,1,1,0.909189548244048,correct,False
Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,75.52236842105263,2848.1,25-48,0,0,1,1,0.6344851188025503,correct,False
Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2924.05,66.45568181818182,2723.6,25-48,3,0,0,0,0.16602113773712282,correct,False
Female,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,53.57954545454545,1203.4,13-24,2,0,0,0,0.36317912642224476,correct,False
Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,109.16037735849056,5668.35,49-72,4,0,1,0,0.43627587712527816,false_negative,True
Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,92.05434782608695,2080.35,13-24,2,1,0,1,0.8338920829589751,false_positive,False
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,347.65,17.3825,378.0,13-24,0,0,0,0,0.2232457619569934,correct,False
Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,24.2078431372549,1262.25,49-72,0,0,0,0,0.03276795967153658,correct,False
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,19.65241935483871,1280.3,49-72,0,0,0,0,0.01542317879666081,correct,False
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,18.650000000000002,132.65,7-12,0,0,0,0,0.3210225144680835,correct,False
Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,78.18529411764706,1420.35,13-24,2,1,0,1,0.7525466205079636,false_positive,False
Male,0,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,70.59878048780489,2878.2000000000003,25-48,4,0,0,0,0.08312947348888328,correct,False
Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,90.49285714285715,658.35,7-12,3,0,0,1,0.6703321161148896,false_positive,False
Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,50.05,50.05,0-6,0,1,0,1,0.7933026092476846,false_positive,False
Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,58.69453125,3734.4,49-72,2,0,0,0,0.09807199090473459,correct,False
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,73.53333333333333,226.5,0-6,0,1,1,1,0.9152052705378508,correct,False
Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,68.89699999999999,3552.5,49-72,0,1,1,1,0.6350016581783487,correct,False
Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,59.70277777777778,1022.4,13-24,1,0,0,0,0.37263930124957223,correct,False
Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,56.48846153846154,727.35,13-24,1,1,1,0,0.4716345902456253,false_negative,True
Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,80.3268115942029,5564.85,49-72,5,0,0,0,0.025124279831200694,correct,False
Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,79.15,79.15,0-6,1,0,0,1,0.8744838934255645,false_positive,False
Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,91.9875,362.6,0-6,2,1,0,1,0.8772318935870443,false_positive,False
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,53.5,53.5,0-6,1,0,1,1,0.7678771204692225,correct,False
Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,54.218,1341.25,25-48,2,0,0,0,0.13198520130349425,correct,False
Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.95,1082.8,60.15555555555555,1007.1,13-24,1,0,0,0,0.34744654191494256,correct,False
Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,1173.35,24.444791666666664,1130.4,25-48,0,0,0,0,0.023975705460616187,correct,False
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,22.903846153846153,536.9,25-48,0,0,0,0,0.10487911532373417,correct,False
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,69.1,69.1,0-6,0,1,1,1,0.8975221823148279,correct,False
Female,0,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,55.9375,228.8,0-6,5,0,0,1,0.765269019877944,false_positive,False
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,20.3,20.3,0-6,0,0,0,0,0.4185105380968373,correct,True
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,75.83636363636364,817.8499999999999,7-12,0,1,1,1,0.804693043867989,correct,False
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,57.3875,245.8,0-6,2,0,1,1,0.570192913128121,correct,True
Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,20.5375,157.2,7-12,0,1,1,0,0.3448038575708628,false_negative,False
Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,85.375,544.5,0-6,2,1,0,1,0.9255027276562499,false_positive,False
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,92.12152777777777,6624.0,49-72,6,0,0,0,0.037000713156801264,correct,False
Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,55.50555555555556,1426.95,25-48,2,0,0,0,0.04594257435857365,correct,False
Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,71.0,71.0,0-6,0,1,1,1,0.8852726074331254,correct,False
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,20.802941176470586,342.54999999999995,13-24,0,0,0,0,0.09217200393991191,correct,False
Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,67.38712121212122,4537.5,49-72,4,0,0,0,0.02506921468934835,correct,False
Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,19.82075471698113,1033.5,49-72,0,0,0,0,0.02310628959807351,correct,False
Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,82.41704545454546,3731.2,25-48,2,0,0,0,0.4879474771504984,correct,True
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,20.607692307692307,1084.2,49-72,0,0,0,0,0.06331345262342374,correct,False
Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,90.47714285714285,6303.5,49-72,6,0,0,0,0.04931484638536407,correct,False
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,25.75,25.75,0-6,0,0,0,1,0.5728806591627579,false_positive,True
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,92.43114754098362,5740.099999999999,49-72,3,1,1,0,0.22720465045160246,false_negative,False
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,98.71315789473684,1918.05,13-24,3,1,1,1,0.6513111768571241,correct,False
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,21.263636363636365,226.60000000000002,7-12,0,0,0,0,0.1026246453411334,correct,False
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,82.5576923076923,2229.5,25-48,2,1,0,1,0.7047814279525495,false_positive,False
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,18.801666666666666,1191.0,49-72,0,0,0,0,0.018628301337705454,correct,False
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,84.85,84.85,0-6,2,1,1,1,0.9208137687279301,correct,False
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,90.37692307692308,2402.4,25-48,3,0,0,1,0.6302903922116151,false_positive,False
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,87.01875,1932.0,13-24,1,1,0,1,0.7519535607098554,false_positive,False
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,95.01136363636364,2201.1,13-24,4,0,0,1,0.510874543425691,false_positive,True
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,97.0107843137255,5041.349999999999,49-72,3,1,0,1,0.6511278185681165,false_positive,False
Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,86.09426229508196,5218.55,49-72,2,0,0,0,0.2905679423370777,correct,False
Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,54.32840909090908,2389.2,25-48,4,0,0,0,0.12210671259907364,correct,False
Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,,,0.0,0-6,5,0,0,0,0.24241784880245393,correct,False
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,79.89,378.25,0-6,1,0,0,1,0.7934771537943175,false_positive,False
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,78.8,78.8,0-6,1,1,1,1,0.893538499413973,correct,False
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,60.84423076923077,1600.3,25-48,2,1,0,0,0.18595404018418402,correct,False
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,86.84333333333333,1265.25,13-24,2,0,0,1,0.6420115545495666,false_positive,False
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,76.85,321.4,0-6,1,1,1,1,0.9173379014355572,correct,False
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,79.99166666666666,1015.1999999999999,7-12,3,1,0,1,0.6886921185283782,false_positive,False
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,49.9,49.9,0-6,1,0,1,1,0.5922173491593752,correct,True
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,57.809090909090905,1274.9,13-24,3,0,0,0,0.20449054704168984,correct,False
Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,49.18163265306123,2432.85,49-72,3,0,0,0,0.13607524636937995,correct,False
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,20.442307692307693,256.75,13-24,0,0,0,0,0.046052789028005095,correct,False
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,92.89318181818182,5976.3,49-72,3,0,0,0,0.2326465910676488,correct,False
Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,37.7008064516129,2418.0,49-72,2,0,0,0,0.0932743013231106,correct,False
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,63.48030303030303,4177.8,49-72,2,0,0,0,0.08361026849540579,correct,False
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,36.31666666666667,105.60000000000001,0-6,1,0,1,1,0.7646766489851239,correct,False
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,65.25952380952381,4334.4,49-72,4,0,0,0,0.0623772003865522,correct,False
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,18.59,290.25,13-24,0,0,0,0,0.037651169802944646,correct,False
Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,95.51860465116279,4046.2999999999997,25-48,3,1,0,1,0.6206032180218445,false_positive,False
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,109.35692307692307,7088.25,49-72,5,1,0,0,0.25253078866069895,correct,False
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,84.9,171.4,0-6,1,1,1,1,0.9378747963723867,correct,False
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,50.67857142857143,701.4,13-24,1,0,0,0,0.26822996767453555,correct,False
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,110.41985294117647,7415.4,49-72,5,0,0,0,0.1300219264618142,correct,False
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,17.807499999999997,392.0,13-24,0,0,0,0,0.22627584012165927,correct,False
Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,64.69912280701755,3716.4,49-72,3,0,0,0,0.1112338634409362,correct,False
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,20.399305555555557,1425.6000000000001,49-72,0,0,0,0,0.020698813400974552,correct,False
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,92.72500000000001,506.40000000000003,0-6,2,1,1,1,0.9011469418201755,correct,False
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,74.68396226415095,3916.7000000000003,49-72,4,0,0,0,0.08855067047505963,correct,False
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,68.65438596491228,3995.7,49-72,3,0,1,0,0.1498047934482437,false_negative,False
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,20.1,20.1,0-6,0,0,1,1,0.5058079091274866,correct,True
Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,49.95,735.0,13-24,0,1,0,1,0.6065461441737705,false_positive,False
Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,80.84625,3168.0,25-48,2,0,1,0,0.419732399324416,false_negative,True
Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,54.76971830985916,3830.4500000000003,49-72,5,0,0,0,0.033403506502719706,correct,False
Female,1,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,40.650000000000006,588.9,13-24,2,1,0,1,0.733959763516828,false_positive,False
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,92.19305555555555,6562.8,49-72,6,0,0,0,0.052823335673887244,correct,False
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,95.6951923076923,4976.400000000001,49-72,3,0,0,0,0.38192987702239506,correct,False
Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,82.92857142857143,5112.450000000001,49-72,2,0,0,0,0.20305560883927234,correct,False
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,18.25862068965517,553.9000000000001,25-48,0,0,0,0,0.07387651866534041,correct,False
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,99.26724137931035,2915.95,25-48,3,0,0,1,0.6958220677982299,false_positive,False
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,22.366666666666664,62.25,0-6,0,0,0,0,0.49014197412939736,correct,True
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,21.839473684210525,391.40000000000003,13-24,0,0,0,0,0.14784688433704002,correct,False
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,102.31721311475411,6093.900000000001,49-72,3,1,0,1,0.5460214878467778,false_positive,True
Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,58.3,542.5,7-12,2,1,0,0,0.4311439295957677,correct,True
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,109.6186567164179,7349.900000000001,49-72,5,0,0,0,0.3609851675570836,correct,False
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,19.985714285714284,821.1,25-48,0,0,0,0,0.07571577045831117,correct,False
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,75.7,75.7,0-6,1,1,1,1,0.8764787329773638,correct,False
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,84.95,420.0,0-6,1,1,0,1,0.9341983923973639,false_positive,False
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,20.1575,390.0,13-24,0,0,0,0,0.08747305098137088,correct,False
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,69.5,69.5,0-6,0,0,1,1,0.8742204209538202,correct,False
Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,82.49166666666666,473.70000000000005,0-6,2,1,0,1,0.8247908616436898,false_positive,False
Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,104.38970588235294,3615.8999999999996,25-48,4,1,1,1,0.7876719219553212,correct,False
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,18.59047619047619,411.6,13-24,0,0,0,0,0.03852900062794805,correct,False
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,106.59130434782608,4997.900000000001,25-48,5,1,0,0,0.23789602780242133,correct,False
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,100.29411764705883,3321.8,25-48,3,0,0,1,0.6953228403895423,false_positive,False
Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,42.84310344827586,1305.0,25-48,4,0,0,0,0.2378973452878611,correct,False
Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,81.8425925925926,2177.55,25-48,2,0,0,0,0.2534398880354816,correct,False
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,90.42291666666667,6465.599999999999,49-72,6,0,0,0,0.03219017769859087,correct,False
Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,58.453571428571436,2291.1,25-48,2,0,0,0,0.161293530866106,correct,False
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,79.0925925925926,2107.35,25-48,1,1,1,1,0.7691343595496593,correct,False
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,67.09772727272727,4362.599999999999,49-72,3,0,0,0,0.046356491010154134,correct,False
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,83.15,151.1,0-6,0,1,1,1,0.9160754759709396,correct,False
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,99.48125,3078.4,25-48,3,1,1,1,0.7080992968721969,correct,False
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,74.05357142857143,1049.3,13-24,0,1,1,1,0.8186513098859979,correct,False
Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,88.54736842105264,1709.05,13-24,3,0,0,1,0.5518970909430465,false_positive,True
Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,63.23645833333333,3091.2000000000003,25-48,3,0,0,0,0.10076370513424363,correct,False
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,70.2125,295.6,0-6,1,1,1,1,0.8923754005216026,correct,False
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,86.40964912280702,5121.45,49-72,2,1,0,1,0.7193326580610983,false_positive,False
Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,74.15172413793104,4361.6,49-72,4,0,0,0,0.14313829603906575,correct,False
Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,71.67857142857143,3833.2000000000003,49-72,4,0,0,0,0.11793708249592118,correct,False
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,19.933333333333334,1362.75,49-72,0,0,0,0,0.012742946585224338,correct,False
Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,52.1,537.0,7-12,5,0,0,0,0.10732814976305169,correct,False
